"year","color_name","n_pieces"
1957,Black,1
1968,Black,3133
1972,Black,6076
1977,Black,14061
1989,Black,49594
1993,Black,69433
2009,Black,278030
2014,Black,383835
1957,Bright Yellow,0
1968,Bright Yellow,0
1972,Bright Yellow,0
1977,Bright Yellow,0
1989,Bright Yellow,0
1993,Bright Yellow,0
2009,Bright Yellow,89
2014,Bright Yellow,272
1957,Chrome Pink,0
1968,Chrome Pink,0
1972,Chrome Pink,0
1977,Chrome Pink,0
1989,Chrome Pink,0
1993,Chrome Pink,0
2009,Chrome Pink,6
2014,Chrome Pink,6
1957,HO Brown,1
1968,HO Brown,1
1972,HO Brown,1
1977,HO Brown,1
1989,HO Brown,1
1993,HO Brown,1
2009,HO Brown,1
2014,HO Brown,1
1957,HO Blue,0
1968,HO Blue,1
1972,HO Blue,1
1977,HO Blue,1
1989,HO Blue,1
1993,HO Blue,1
2009,HO Blue,1
2014,HO Blue,1
1957,HO Metallic Gray,0
1968,HO Metallic Gray,2
1972,HO Metallic Gray,2
1977,HO Metallic Gray,2
1989,HO Metallic Gray,2
1993,HO Metallic Gray,2
2009,HO Metallic Gray,2
2014,HO Metallic Gray,2
1957,Pink,0
1968,Pink,0
1972,Pink,0
1977,Pink,0
1989,Pink,0
1993,Pink,18
2009,Pink,18
2014,Pink,18
1957,Modulex Foil Red,0
1968,Modulex Foil Red,0
1972,Modulex Foil Red,0
1977,Modulex Foil Red,0
1989,Modulex Foil Red,0
1993,Modulex Foil Red,0
2009,Modulex Foil Red,0
2014,Modulex Foil Red,0
1957,Modulex Teal Blue,0
1968,Modulex Teal Blue,1104
1972,Modulex Teal Blue,1104
1977,Modulex Teal Blue,1104
1989,Modulex Teal Blue,1104
1993,Modulex Teal Blue,1104
2009,Modulex Teal Blue,1104
2014,Modulex Teal Blue,1104
1957,Pastel Blue,0
1968,Pastel Blue,0
1972,Pastel Blue,0
1977,Pastel Blue,0
1989,Pastel Blue,0
1993,Pastel Blue,0
2009,Pastel Blue,501
2014,Pastel Blue,902
1957,Pearl Gold,0
1968,Pearl Gold,0
1972,Pearl Gold,0
1977,Pearl Gold,0
1989,Pearl Gold,0
1993,Pearl Gold,0
2009,Pearl Gold,7
2014,Pearl Gold,7
1957,Pink,0
1968,Pink,0
1972,Pink,0
1977,Pink,0
1989,Pink,0
1993,Pink,206
2009,Pink,687
2014,Pink,687
1957,Rust Orange,0
1968,Rust Orange,0
1972,Rust Orange,0
1977,Rust Orange,0
1989,Rust Orange,0
1993,Rust Orange,0
2009,Rust Orange,1
2014,Rust Orange,1
1957,Speckle Black-Silver,0
1968,Speckle Black-Silver,0
1972,Speckle Black-Silver,0
1977,Speckle Black-Silver,0
1989,Speckle Black-Silver,0
1993,Speckle Black-Silver,0
2009,Speckle Black-Silver,110
2014,Speckle Black-Silver,149
1957,Purple,0
1968,Purple,0
1972,Purple,0
1977,Purple,0
1989,Purple,0
1993,Purple,0
2009,Purple,258
2014,Purple,258
1957,Very Bluish Gray,0
1968,Very Bluish Gray,0
1972,Very Bluish Gray,0
1977,Very Bluish Gray,0
1989,Very Bluish Gray,0
1993,Very Bluish Gray,0
2009,Very Bluish Gray,250
2014,Very Bluish Gray,269
1949,Bright Blue,0
1958,Bright Blue,0
1966,Bright Blue,0
1973,Bright Blue,0
1997,Bright Blue,0
2005,Bright Blue,79
2019,Bright Blue,1105
1949,Clikits Pink,0
1958,Clikits Pink,0
1966,Clikits Pink,0
1973,Clikits Pink,0
1997,Clikits Pink,0
2005,Clikits Pink,0
2019,Clikits Pink,33
1949,Duplo Blue,0
1958,Duplo Blue,0
1966,Duplo Blue,0
1973,Duplo Blue,0
1997,Duplo Blue,0
2005,Duplo Blue,1
2019,Duplo Blue,1
1949,HO Yellow,0
1958,HO Yellow,1
1966,HO Yellow,1
1973,HO Yellow,1
1997,HO Yellow,1
2005,HO Yellow,1
2019,HO Yellow,1
1949,Lilac,0
1958,Lilac,0
1966,Lilac,0
1973,Lilac,0
1997,Lilac,0
2005,Lilac,39
2019,Lilac,39
1949,Violet,0
1958,Violet,0
1966,Violet,0
1973,Violet,0
1997,Violet,142
2005,Violet,192
2019,Violet,192
1949,Lime,0
1958,Lime,0
1966,Lime,0
1973,Lime,0
1997,Lime,12
2005,Lime,1324
2019,Lime,21749
1949,Azure,0
1958,Azure,0
1966,Azure,0
1973,Azure,0
1997,Azure,0
2005,Azure,0
2019,Azure,7309
1949,Lime,0
1958,Lime,0
1966,Lime,0
1973,Lime,0
1997,Lime,0
2005,Lime,205
2019,Lime,205
1949,Modulex Ochre Yellow,0
1958,Modulex Ochre Yellow,0
1966,Modulex Ochre Yellow,1107
1973,Modulex Ochre Yellow,1107
1997,Modulex Ochre Yellow,1107
2005,Modulex Ochre Yellow,1107
2019,Modulex Ochre Yellow,1107
1949,Olive Green,0
1958,Olive Green,0
1966,Olive Green,0
1973,Olive Green,0
1997,Olive Green,0
2005,Olive Green,0
2019,Olive Green,4249
1949,Pearl Red,0
1958,Pearl Red,0
1966,Pearl Red,0
1973,Pearl Red,0
1997,Pearl Red,0
2005,Pearl Red,18
2019,Pearl Red,19
1949,Sand Green,0
1958,Sand Green,0
1966,Sand Green,0
1973,Sand Green,0
1997,Sand Green,0
2005,Sand Green,4228
2019,Sand Green,11676
1949,Sky Blue,0
1958,Sky Blue,0
1966,Sky Blue,0
1973,Sky Blue,0
1997,Sky Blue,0
2005,Sky Blue,125
2019,Sky Blue,127
1961,Chrome Blue,0
1962,Chrome Blue,0
1963,Chrome Blue,0
1978,Chrome Blue,0
1995,Chrome Blue,0
1996,Chrome Blue,0
2002,Chrome Blue,3
2017,Chrome Blue,4
1961,Chrome Green,0
1962,Chrome Green,0
1963,Chrome Green,0
1978,Chrome Green,0
1995,Chrome Green,0
1996,Chrome Green,0
2002,Chrome Green,2
2017,Chrome Green,2
1961,Chrome Silver,0
1962,Chrome Silver,0
1963,Chrome Silver,0
1978,Chrome Silver,2
1995,Chrome Silver,90
1996,Chrome Silver,178
2002,Chrome Silver,765
2017,Chrome Silver,1382
1961,Orange,0
1962,Orange,0
1963,Orange,0
1978,Orange,0
1995,Orange,4
1996,Orange,7
2002,Orange,273
2017,Orange,4857
1961,Duplo Green,0
1962,Duplo Green,0
1963,Duplo Green,0
1978,Duplo Green,0
1995,Duplo Green,0
1996,Duplo Green,0
2002,Duplo Green,0
2017,Duplo Green,1
1961,Fabuland Lime,0
1962,Fabuland Lime,0
1963,Fabuland Lime,0
1978,Fabuland Lime,0
1995,Fabuland Lime,16
1996,Fabuland Lime,16
2002,Fabuland Lime,16
2017,Fabuland Lime,16
1961,HO Gray,3
1962,HO Gray,3
1963,HO Gray,7
1978,HO Gray,11
1995,HO Gray,11
1996,HO Gray,11
2002,HO Gray,11
2017,HO Gray,11
1961,HO Red,2
1962,HO Red,2
1963,HO Red,2
1978,HO Red,2
1995,HO Red,2
1996,HO Red,2
2002,HO Red,2
2017,HO Red,2
1961,Aqua,0
1962,Aqua,0
1963,Aqua,0
1978,Aqua,0
1995,Aqua,0
1996,Aqua,0
2002,Aqua,0
2017,Aqua,661
1961,Magenta,0
1962,Magenta,0
1963,Magenta,0
1978,Magenta,0
1995,Magenta,0
1996,Magenta,0
2002,Magenta,18
2017,Magenta,3758
1961,Modulex Foil Gray,0
1962,Modulex Foil Gray,0
1963,Modulex Foil Gray,0
1978,Modulex Foil Gray,0
1995,Modulex Foil Gray,0
1996,Modulex Foil Gray,0
2002,Modulex Foil Gray,0
2017,Modulex Foil Gray,0
1961,Modulex Blue,0
1962,Modulex Blue,0
1963,Modulex Blue,8
1978,Modulex Blue,8
1995,Modulex Blue,8
1996,Modulex Blue,8
2002,Modulex Blue,8
2017,Modulex Blue,8
1961,Reddish Orange,0
1962,Reddish Orange,0
1963,Reddish Orange,0
1978,Reddish Orange,0
1995,Reddish Orange,0
1996,Reddish Orange,0
2002,Reddish Orange,0
2017,Reddish Orange,0
1961,Sand Red,0
1962,Sand Red,0
1963,Sand Red,0
1978,Sand Red,0
1995,Sand Red,0
1996,Sand Red,0
2002,Sand Red,540
2017,Sand Red,569
1961,[Unknown],0
1962,[Unknown],0
1963,[Unknown],0
1978,[Unknown],0
1995,[Unknown],0
1996,[Unknown],0
2002,[Unknown],0
2017,[Unknown],5
1950,Bright Pink,0
1959,Bright Pink,0
1965,Bright Pink,0
1975,Bright Pink,0
1990,Bright Pink,0
1991,Bright Pink,0
1999,Bright Pink,0
2000,Bright Pink,0
2007,Bright Pink,261
2008,Bright Pink,349
2011,Bright Pink,756
2013,Bright Pink,1788
2020,Bright Pink,8020
2022,Bright Pink,11542
2024,Bright Pink,14159
1950,Turquoise,0
1959,Turquoise,0
1965,Turquoise,0
1975,Turquoise,0
1990,Turquoise,0
1991,Turquoise,0
1999,Turquoise,686
2000,Turquoise,765
2007,Turquoise,1747
2008,Turquoise,1747
2011,Turquoise,1747
2013,Turquoise,1747
2020,Turquoise,5037
2022,Turquoise,13248
2024,Turquoise,18220
1950,HO Gold,0
1959,HO Gold,2
1965,HO Gold,2
1975,HO Gold,2
1990,HO Gold,2
1991,HO Gold,2
1999,HO Gold,2
2000,HO Gold,2
2007,HO Gold,2
2008,HO Gold,2
2011,HO Gold,2
2013,HO Gold,2
2020,HO Gold,2
2022,HO Gold,2
2024,HO Gold,2
1950,Maersk Blue,0
1959,Maersk Blue,0
1965,Maersk Blue,0
1975,Maersk Blue,7
1990,Maersk Blue,272
1991,Maersk Blue,272
1999,Maersk Blue,297
2000,Maersk Blue,297
2007,Maersk Blue,467
2008,Maersk Blue,467
2011,Maersk Blue,467
2013,Maersk Blue,467
2020,Maersk Blue,467
2022,Maersk Blue,467
2024,Maersk Blue,467
1950,Bluish Violet,0
1959,Bluish Violet,0
1965,Bluish Violet,0
1975,Bluish Violet,0
1990,Bluish Violet,0
1991,Bluish Violet,0
1999,Bluish Violet,24
2000,Bluish Violet,40
2007,Bluish Violet,63
2008,Bluish Violet,63
2011,Bluish Violet,63
2013,Bluish Violet,63
2020,Bluish Violet,63
2022,Bluish Violet,63
2024,Bluish Violet,63
1950,Modulex Terracotta,0
1959,Modulex Terracotta,0
1965,Modulex Terracotta,1621
1975,Modulex Terracotta,1621
1990,Modulex Terracotta,1621
1991,Modulex Terracotta,1621
1999,Modulex Terracotta,1621
2000,Modulex Terracotta,1621
2007,Modulex Terracotta,1621
2008,Modulex Terracotta,1621
2011,Modulex Terracotta,1621
2013,Modulex Terracotta,1621
2020,Modulex Terracotta,1621
2022,Modulex Terracotta,1621
2024,Modulex Terracotta,1621
1950,Red,142
1959,Red,1400
1965,Red,4051
1975,Red,20088
1990,Red,51031
1991,Red,55175
1999,Red,84613
2000,Red,88085
2007,Red,132046
2008,Red,138877
2011,Red,163041
2013,Red,177688
2020,Red,245906
2022,Red,275474
2024,Red,296759
1950,Reddish Brown,0
1959,Reddish Brown,0
1965,Reddish Brown,0
1975,Reddish Brown,0
1990,Reddish Brown,0
1991,Reddish Brown,0
1999,Reddish Brown,0
2000,Reddish Brown,0
2007,Reddish Brown,8855
2008,Reddish Brown,11185
2011,Reddish Brown,23762
2013,Reddish Brown,34384
2020,Reddish Brown,93520
2022,Reddish Brown,117916
2024,Reddish Brown,137418
1950,Tan,0
1959,Tan,0
1965,Tan,0
1975,Tan,0
1990,Tan,29
1991,Tan,29
1999,Tan,883
2000,Tan,1776
2007,Tan,15000
2008,Tan,17796
2011,Tan,33881
2013,Tan,42899
2020,Tan,109623
2022,Tan,139485
2024,Tan,158508
1950,Yellowish Green,0
1959,Yellowish Green,0
1965,Yellowish Green,0
1975,Yellowish Green,0
1990,Yellowish Green,0
1991,Yellowish Green,0
1999,Yellowish Green,0
2000,Yellowish Green,0
2007,Yellowish Green,0
2008,Yellowish Green,0
2011,Yellowish Green,0
2013,Yellowish Green,11
2020,Yellowish Green,1261
2022,Yellowish Green,1966
2024,Yellowish Green,2662
1953,Bright Orange,0
1967,Bright Orange,0
1974,Bright Orange,0
1983,Bright Orange,0
1987,Bright Orange,0
2012,Bright Orange,1108
2016,Bright Orange,5369
2018,Bright Orange,8035
2021,Bright Orange,15179
1953,Brown,0
1967,Brown,0
1974,Brown,6
1983,Brown,146
1987,Brown,430
2012,Brown,9607
2016,Brown,9607
2018,Brown,9607
2021,Brown,9607
1953,Blue-Violet,0
1967,Blue-Violet,0
1974,Blue-Violet,0
1983,Blue-Violet,0
1987,Blue-Violet,0
2012,Blue-Violet,10
2016,Blue-Violet,10
2018,Blue-Violet,10
2021,Blue-Violet,10
1953,Bluish Gray,0
1967,Bluish Gray,0
1974,Bluish Gray,0
1983,Bluish Gray,0
1987,Bluish Gray,0
2012,Bluish Gray,101003
2016,Bluish Gray,167429
2018,Bluish Gray,206940
2021,Bluish Gray,270518
1953,Fabuland Orange,0
1967,Fabuland Orange,0
1974,Fabuland Orange,0
1983,Fabuland Orange,1
1987,Fabuland Orange,5
2012,Fabuland Orange,5
2016,Fabuland Orange,5
2018,Fabuland Orange,5
2021,Fabuland Orange,5
1953,HO Blue-gray,0
1967,HO Blue-gray,2
1974,HO Blue-gray,3
1983,HO Blue-gray,3
1987,HO Blue-gray,3
2012,HO Blue-gray,3
2016,HO Blue-gray,3
2018,HO Blue-gray,3
2021,HO Blue-gray,3
1953,HO Cyan,0
1967,HO Cyan,1
1974,HO Cyan,1
1983,HO Cyan,1
1987,HO Cyan,1
2012,HO Cyan,1
2016,HO Cyan,1
2018,HO Cyan,1
2021,HO Cyan,1
1953,HO Gold,0
1967,HO Gold,1
1974,HO Gold,1
1983,HO Gold,1
1987,HO Gold,1
2012,HO Gold,1
2016,HO Gold,1
2018,HO Gold,1
2021,HO Gold,1
1953,Green,0
1967,Green,0
1974,Green,0
1983,Green,0
1987,Green,0
2012,Green,567
2016,Green,567
2018,Green,567
2021,Green,567
1953,Modulex Yellow,0
1967,Modulex Yellow,8
1974,Modulex Yellow,8
1983,Modulex Yellow,8
1987,Modulex Yellow,8
2012,Modulex Yellow,8
2016,Modulex Yellow,8
2018,Modulex Yellow,8
2021,Modulex Yellow,8
1953,Pearl Sand Blue,0
1967,Pearl Sand Blue,0
1974,Pearl Sand Blue,0
1983,Pearl Sand Blue,0
1987,Pearl Sand Blue,0
2012,Pearl Sand Blue,150
2016,Pearl Sand Blue,150
2018,Pearl Sand Blue,150
2021,Pearl Sand Blue,150
1953,Speckle DBGray-Silver,0
1967,Speckle DBGray-Silver,0
1974,Speckle DBGray-Silver,0
1983,Speckle DBGray-Silver,0
1987,Speckle DBGray-Silver,0
2012,Speckle DBGray-Silver,8
2016,Speckle DBGray-Silver,8
2018,Speckle DBGray-Silver,8
2021,Speckle DBGray-Silver,8
1953,Violet,0
1967,Violet,0
1974,Violet,0
1983,Violet,0
1987,Violet,0
2012,Violet,147
2016,Violet,147
2018,Violet,147
2021,Violet,147
1955,Bright Reddish Orange,0
1956,Bright Reddish Orange,0
1980,Bright Reddish Orange,0
1986,Bright Reddish Orange,0
1994,Bright Reddish Orange,0
1998,Bright Reddish Orange,0
2003,Bright Reddish Orange,14
1955,Fabuland Brown,0
1956,Fabuland Brown,0
1980,Fabuland Brown,1
1986,Fabuland Brown,36
1994,Fabuland Brown,55
1998,Fabuland Brown,55
2003,Fabuland Brown,55
1955,Fabuland Red,0
1956,Fabuland Red,0
1980,Fabuland Red,2
1986,Fabuland Red,16
1994,Fabuland Red,23
1998,Fabuland Red,23
2003,Fabuland Red,23
1955,HO Metallic Sand Blue,0
1956,HO Metallic Sand Blue,0
1980,HO Metallic Sand Blue,1
1986,HO Metallic Sand Blue,1
1994,HO Metallic Sand Blue,1
1998,HO Metallic Sand Blue,1
2003,HO Metallic Sand Blue,1
1955,Metallic Gold,0
1956,Metallic Gold,0
1980,Metallic Gold,0
1986,Metallic Gold,0
1994,Metallic Gold,0
1998,Metallic Gold,3
2003,Metallic Gold,35
1955,Modulex Tile Brown,0
1956,Modulex Tile Brown,0
1980,Modulex Tile Brown,161
1986,Modulex Tile Brown,161
1994,Modulex Tile Brown,161
1998,Modulex Tile Brown,161
2003,Modulex Tile Brown,161
1955,Pearl Brown,0
1956,Pearl Brown,0
1980,Pearl Brown,0
1986,Pearl Brown,0
1994,Pearl Brown,0
1998,Pearl Brown,0
2003,Pearl Brown,12
1955,Pearl Gold,0
1956,Pearl Gold,0
1980,Pearl Gold,0
1986,Pearl Gold,0
1994,Pearl Gold,0
1998,Pearl Gold,0
2003,Pearl Gold,0
1955,Purple,0
1956,Purple,0
1980,Purple,0
1986,Purple,0
1994,Purple,0
1998,Purple,300
2003,Purple,941
1955,Speckle Black-Gold,0
1956,Speckle Black-Gold,0
1980,Speckle Black-Gold,0
1986,Speckle Black-Gold,0
1994,Speckle Black-Gold,0
1998,Speckle Black-Gold,0
2003,Speckle Black-Gold,0
1955,Very Gray,0
1956,Very Gray,0
1980,Very Gray,0
1986,Very Gray,0
1994,Very Gray,0
1998,Very Gray,31
2003,Very Gray,52
1955,Very Orange,0
1956,Very Orange,0
1980,Very Orange,0
1986,Very Orange,0
1994,Very Orange,0
1998,Very Orange,0
2003,Very Orange,16
1955,Vintage Red,31
1956,Vintage Red,31
1980,Vintage Red,31
1986,Vintage Red,31
1994,Vintage Red,31
1998,Vintage Red,31
2003,Vintage Red,31
1950,Blue,106
1959,Blue,758
1965,Blue,2235
1975,Blue,9867
1990,Blue,29658
1991,Blue,30954
1999,Blue,51116
2000,Blue,53534
2007,Blue,82483
2008,Blue,87748
2011,Blue,104077
2013,Blue,114241
2020,Blue,167999
2022,Blue,187638
2024,Blue,198335
1950,Coral,0
1959,Coral,0
1965,Coral,0
1975,Coral,0
1990,Coral,0
1991,Coral,0
1999,Coral,0
2000,Coral,0
2007,Coral,0
2008,Coral,0
2011,Coral,0
2013,Coral,0
2020,Coral,1129
2022,Coral,3851
2024,Coral,5724
1950,Brown,0
1959,Brown,0
1965,Brown,0
1975,Brown,0
1990,Brown,0
1991,Brown,0
1999,Brown,0
2000,Brown,0
2007,Brown,0
2008,Brown,263
2011,Brown,1636
2013,Brown,3290
2020,Brown,11034
2022,Brown,14208
2024,Brown,17590
1950,Red,0
1959,Red,0
1965,Red,0
1975,Red,0
1990,Red,0
1991,Red,0
1999,Red,0
2000,Red,0
2007,Red,4817
2008,Red,6152
2011,Red,10442
2013,Red,13609
2020,Red,28252
2022,Red,37497
2024,Red,41991
1950,HO Aqua,0
1959,HO Aqua,1
1965,HO Aqua,1
1975,HO Aqua,1
1990,HO Aqua,1
1991,HO Aqua,1
1999,HO Aqua,1
2000,HO Aqua,1
2007,HO Aqua,1
2008,HO Aqua,1
2011,HO Aqua,1
2013,HO Aqua,1
2020,HO Aqua,1
2022,HO Aqua,1
2024,HO Aqua,1
1950,HO Sand Green,0
1959,HO Sand Green,1
1965,HO Sand Green,1
1975,HO Sand Green,1
1990,HO Sand Green,1
1991,HO Sand Green,1
1999,HO Sand Green,1
2000,HO Sand Green,1
2007,HO Sand Green,1
2008,HO Sand Green,1
2011,HO Sand Green,1
2013,HO Sand Green,1
2020,HO Sand Green,1
2022,HO Sand Green,1
2024,HO Sand Green,1
1950,Modulex Foil Yellow,0
1959,Modulex Foil Yellow,0
1965,Modulex Foil Yellow,0
1975,Modulex Foil Yellow,0
1990,Modulex Foil Yellow,0
1991,Modulex Foil Yellow,0
1999,Modulex Foil Yellow,0
2000,Modulex Foil Yellow,0
2007,Modulex Foil Yellow,0
2008,Modulex Foil Yellow,0
2011,Modulex Foil Yellow,0
2013,Modulex Foil Yellow,0
2020,Modulex Foil Yellow,0
2022,Modulex Foil Yellow,0
2024,Modulex Foil Yellow,0
1950,Modulex Bluish Gray,0
1959,Modulex Bluish Gray,0
1965,Modulex Bluish Gray,10
1975,Modulex Bluish Gray,10
1990,Modulex Bluish Gray,10
1991,Modulex Bluish Gray,10
1999,Modulex Bluish Gray,10
2000,Modulex Bluish Gray,10
2007,Modulex Bluish Gray,10
2008,Modulex Bluish Gray,10
2011,Modulex Bluish Gray,10
2013,Modulex Bluish Gray,10
2020,Modulex Bluish Gray,10
2022,Modulex Bluish Gray,10
2024,Modulex Bluish Gray,10
1950,Pearl Black,0
1959,Pearl Black,0
1965,Pearl Black,0
1960,Aqua,0
1964,Aqua,0
1970,Aqua,0
1982,Aqua,0
1984,Aqua,0
1988,Aqua,0
2001,Aqua,68
2006,Aqua,329
2015,Aqua,329
2023,Aqua,329
1960,Azure,0
1964,Azure,0
1970,Azure,0
1982,Azure,0
1984,Azure,0
1988,Azure,0
2001,Azure,0
2006,Azure,0
2015,Azure,640
2023,Azure,12198
1960,Pink,0
1964,Pink,0
1970,Pink,0
1982,Pink,0
1984,Pink,0
1988,Pink,0
2001,Pink,0
2006,Pink,357
2015,Pink,2966
2023,Pink,11228
1960,Flat Gold,0
1964,Flat Gold,0
1970,Flat Gold,0
1982,Flat Gold,0
1984,Flat Gold,0
1988,Flat Gold,0
2001,Flat Gold,0
2006,Flat Gold,151
2015,Flat Gold,151
2023,Flat Gold,151
1960,HO Azure,0
1964,HO Azure,1
1970,HO Azure,1
1982,HO Azure,1
1984,HO Azure,1
1988,HO Azure,1
2001,HO Azure,1
2006,HO Azure,1
2015,HO Azure,1
2023,HO Azure,1
1960,HO Green,1
1964,HO Green,3
1970,HO Green,3
1982,HO Green,3
1984,HO Green,3
1988,HO Green,3
2001,HO Green,3
2006,HO Green,3
2015,HO Green,3
2023,HO Green,3
1960,HO Sand Blue,2
1964,HO Sand Blue,2
1970,HO Sand Blue,3
1982,HO Sand Blue,3
1984,HO Sand Blue,3
1988,HO Sand Blue,3
2001,HO Sand Blue,3
2006,HO Sand Blue,3
2015,HO Sand Blue,3
2023,HO Sand Blue,3
1960,HO Tan,2
1964,HO Tan,3
1970,HO Tan,3
1982,HO Tan,3
1984,HO Tan,3
1988,HO Tan,3
2001,HO Tan,3
2006,HO Tan,3
2015,HO Tan,3
2023,HO Tan,3
1960,Yellow,0
1964,Yellow,0
1970,Yellow,0
1982,Yellow,0
1984,Yellow,0
1988,Yellow,0
2001,Yellow,237
2006,Yellow,348
2015,Yellow,348
2023,Yellow,348
1960,Modulex Foil Blue,0
1964,Modulex Foil Blue,0
1970,Modulex Foil Blue,0
1982,Modulex Foil Blue,0
1984,Modulex Foil Blue,0
1988,Modulex Foil Blue,0
2001,Modulex Foil Blue,0
2006,Modulex Foil Blue,0
2015,Modulex Foil Blue,0
2023,Modulex Foil Blue,0
1960,Modulex Red,0
1964,Modulex Red,25
1970,Modulex Red,25
1982,Modulex Red,25
1984,Modulex Red,25
1988,Modulex Red,25
2001,Modulex Red,25
2006,Modulex Red,25
2015,Modulex Red,25
2023,Modulex Red,25
1960,Pearl Lime,0
1964,Pearl Lime,0
1970,Pearl Lime,0
1982,Pearl Lime,0
1984,Pearl Lime,0
1988,Pearl Lime,0
2001,Pearl Lime,0
2006,Pearl Lime,41
2015,Pearl Lime,41
2023,Pearl Lime,41
1960,Pearl White,0
1964,Pearl White,0
1970,Pearl White,0
1982,Pearl White,0
1984,Pearl White,0
1988,Pearl White,0
2001,Pearl White,0
2006,Pearl White,34
2015,Pearl White,34
2023,Pearl White,35
1960,Salmon,0
1964,Salmon,0
1970,Salmon,0
1982,Salmon,0
1984,Salmon,0
1988,Salmon,0
2001,Salmon,186
2006,Salmon,186
2015,Salmon,186
2023,Salmon,186
1960,Two-tone Silver,0
1964,Two-tone Silver,0
1970,Two-tone Silver,0
1982,Two-tone Silver,0
1984,Two-tone Silver,0
1988,Two-tone Silver,0
2001,Two-tone Silver,0
2006,Two-tone Silver,6
2015,Two-tone Silver,6
2023,Two-tone Silver,6
1960,Yellow,618
1964,Yellow,1363
1970,Yellow,3959
1982,Yellow,18682
1984,Yellow,20252
1988,Yellow,27868
2001,Yellow,66124
2006,Yellow,88026
2015,Yellow,131779
2023,Yellow,189988
1954,Bright Green,3
1969,Bright Green,3
1971,Bright Green,3
1976,Bright Green,3
1979,Bright Green,3
1981,Bright Green,3
1985,Bright Green,3
1992,Bright Green,3
2004,Bright Green,1166
2010,Bright Green,2922
1954,Chrome Antique Brass,0
1969,Chrome Antique Brass,0
1971,Chrome Antique Brass,0
1976,Chrome Antique Brass,0
1979,Chrome Antique Brass,0
1981,Chrome Antique Brass,0
1985,Chrome Antique Brass,0
1992,Chrome Antique Brass,0
2004,Chrome Antique Brass,24
2010,Chrome Antique Brass,42
1954,Clikits Yellow,0
1969,Clikits Yellow,0
1971,Clikits Yellow,0
1976,Clikits Yellow,0
1979,Clikits Yellow,0
1981,Clikits Yellow,0
1985,Clikits Yellow,0
1992,Clikits Yellow,0
2004,Clikits Yellow,22
2010,Clikits Yellow,22
1954,Green,0
1969,Green,0
1971,Green,0
1976,Green,0
1979,Green,0
1981,Green,0
1985,Green,0
1992,Green,0
2004,Green,204
2010,Green,2477
1954,Nougat,0
1969,Nougat,0
1971,Nougat,0
1976,Nougat,0
1979,Nougat,0
1981,Nougat,0
1985,Nougat,0
1992,Nougat,0
2004,Nougat,10
2010,Nougat,10
1954,Duplo Pink,0
1969,Duplo Pink,0
1971,Duplo Pink,0
1976,Duplo Pink,0
1979,Duplo Pink,0
1981,Duplo Pink,0
1985,Duplo Pink,0
1992,Duplo Pink,14
2004,Duplo Pink,47
2010,Duplo Pink,47
1954,HO Sand Green,0
1969,HO Sand Green,11
1971,HO Sand Green,11
1976,HO Sand Green,11
1979,HO Sand Green,11
1981,HO Sand Green,11
1985,HO Sand Green,11
1992,HO Sand Green,11
2004,HO Sand Green,11
2010,HO Sand Green,11
1954,Nougat,0
1969,Nougat,0
1971,Nougat,0
1976,Nougat,0
1979,Nougat,0
1981,Nougat,0
1985,Nougat,0
1992,Nougat,0
2004,Nougat,0
2010,Nougat,346
1954,Metal,0
1969,Metal,16
1971,Metal,27
1976,Metal,43
1979,Metal,43
1981,Metal,43
1985,Metal,43
1992,Metal,43
2004,Metal,45
2010,Metal,47
1954,Metallic Silver,0
1969,Metallic Silver,0
1971,Metallic Silver,0
1976,Metallic Silver,0
1979,Metallic Silver,0
1981,Metallic Silver,0
1985,Metallic Silver,0
1992,Metallic Silver,0
2004,Metallic Silver,123
2010,Metallic Silver,1111
1954,Modulex Black,0
1969,Modulex Black,2501
1971,Modulex Black,2501
1976,Modulex Black,2501
1979,Modulex Black,2501
1981,Modulex Black,2501
1985,Modulex Black,2501
1992,Modulex Black,2501
2004,Modulex Black,2501
2010,Modulex Black,2501
1954,Modulex Pastel Green,0
1969,Modulex Pastel Green,34
1971,Modulex Pastel Green,34
1976,Modulex Pastel Green,34
1979,Modulex Pastel Green,34
1981,Modulex Pastel Green,34
1985,Modulex Pastel Green,34
1992,Modulex Pastel Green,34
2004,Modulex Pastel Green,34
2010,Modulex Pastel Green,34
1954,Modulex Pink Red,0
1969,Modulex Pink Red,7
1971,Modulex Pink Red,7
1976,Modulex Pink Red,7
1979,Modulex Pink Red,7
1981,Modulex Pink Red,7
1985,Modulex Pink Red,7
1992,Modulex Pink Red,7
2004,Modulex Pink Red,7
2010,Modulex Pink Red,7
1954,Nougat,0
1969,Nougat,0
1971,Nougat,0
1976,Nougat,0
1979,Nougat,2
1981,Nougat,3
1985,Nougat,10
1992,Nougat,22
2004,Nougat,269
2010,Nougat,333
1954,Pearl Green,0
1969,Pearl Green,0
1971,Pearl Green,0
1976,Pearl Green,0
1979,Pearl Green,0
1981,Pearl Green,0
1985,Pearl Green,0
1992,Pearl Green,0
2004,Pearl Green,13
2010,Pearl Green,20
1954,Royal Blue,0
1969,Royal Blue,0
1971,Royal Blue,0
1976,Royal Blue,0
1979,Royal Blue,0
1981,Royal Blue,0
1985,Royal Blue,1
1992,Royal Blue,1
2004,Royal Blue,224
2010,Royal Blue,287
1954,Sand Purple,0
1969,Sand Purple,0
1971,Sand Purple,0
